637000121	SAV1	637203093	1380	1811	1380	1811	Q	0.0970125367632
637000121	SAV2	637203094	2466	2699	3	74	PF04851	0.0522529007183
637000121	SAV3	637203095	2765	3310	40	138	PF02945	0.039676179607
637000121	SAV4	637203096	3433	3939	3433	3939	Q	0.0276057213404
637000121	SAV5	637203097	3994	4932	3994	4932	Q	0.0160085975123
637000121	SAV6	637203098	4936	7563	1	210	PF04851	0.00485317098059
637000121	SAV6	637203098	4936	7563	366	448	PF00271	0.0016856558517
637000121	SAV6	637203098	4936	7563	565	640	PF03457	0.00169545371431
637000121	SAV6	637203098	4936	7563	641	716	PF03457	0.00153996152002
637000121	SAV6	637203098	4936	7563	718	786	PF03457	0.00121883203008
637000121	SAV6	637203098	4936	7563	800	873	PF03457	0.000731348111353
637000121	SAV7	637203099	7554	9626	376	563	PF00589	7.64211348525e-05
637000121	SAV8	637203100	9886	10635	9886	10635	Q	0.000162185414039
637000121	SAV9	637203101	10632	10805	1	42	PF00589	0.000122880781636
637000121	SAV11	637203103	13376	15523	13376	15523	Q	0.00138917086722
637000121	SAV12	637203104	15815	17701	15815	17701	Q	0.00258849958466
637000121	SAV13	637203105	17828	18922	83	150	PF03457	0.00372413872216
637000121	SAV13	637203105	17828	18922	151	217	PF03457	0.00466134165396
637000121	SAV13	637203105	17828	18922	218	287	PF03457	0.00540220130299
637000121	SAV14	637203106	19446	20279	19446	20279	Q	0.00594837212649
637000121	SAV15	637203107	21562	22080	21562	22080	Q	0.00642830029861
637000121	SAV16	637203108	22243	22770	22243	22770	Q	0.00684329507119
637000121	SAV17	637203109	23457	23621	23457	23621	Q	0.00719448855673
637000121	SAV18	637203110	23675	24559	89	291	PF01609	0.00748283881674
637000121	SAV19	637203111	24570	24983	24570	24983	Q	0.00858790399292
637000121	SAV20	637203112	25166	25690	25166	25690	Q	0.00965225090756
637000121	SAV22	637203114	29508	30080	29508	30080	Q	0.0106787831163
637000121	SAV23	637203115	30107	30394	30107	30394	Q	0.0116703010158
637000121	SAV24	637203116	30394	31323	30394	31323	Q	0.0126295094828
637000121	SAV25	637203117	32197	32559	32197	32559	Q	0.0135590252538
637000121	SAV26	637203118	32552	33124	125	177	PF08281	0.0144613840627
637000121	SAV27	637203119	33121	33411	33121	33411	Q	0.0152513567949
637000121	SAV28	637203120	34056	35792	28	94	PF03457	0.016017088077
637000121	SAV28	637203120	34056	35792	95	163	PF03457	0.01655558093
637000121	SAV28	637203120	34056	35792	273	343	PF00672	0.0168680378938
637000121	SAV28	637203120	34056	35792	347	411	PF00512	0.0214986871511
637000121	SAV28	637203120	34056	35792	454	559	PF02518	0.0386229061235
637000121	SAV29	637203121	37315	37656	6	90	PF03551	0.0988539935891
637000121	SAV30	637203122	37653	38609	37653	38609	Q	0.127981823003
637000121	SAV31	637203123	38623	39624	130	264	PF01569	0.158511743837
637000121	SAV32	637203124	41010	41612	41010	41612	Q	0.208741201903
637000121	SAV33	637203125	41665	41967	41665	41967	Q	0.261463803489
637000121	SAV34	637203126	42010	44046	42010	44046	Q	0.316823376707
637000121	SAV35	637203127	44107	44958	44107	44958	Q	0.374970943373
637000121	SAV36	637203128	45160	45432	45160	45432	Q	0.436065130993
637000121	SAV37	637203129	45819	47141	212	338	PF10282	0.500272605502
637000121	SAV38	637203130	47239	48180	75	305	PF00561	0.60153309778
637000121	SAV39	637203131	49166	49456	49166	49456	Q	0.651133289584
637000121	SAV40	637203132	49694	50434	49694	50434	Q	0.703326208933
637000121	SAV41	637203133	50521	50901	50521	50901	Q	0.758254238958
637000121	SAV42	637203134	51232	52623	51232	52623	Q	0.816067224217
637000121	SAV43	637203135	53113	53505	53113	53505	Q	0.876922879473
637000121	SAV44	637203136	54215	55330	24	359	PF07470	0.940987219941
637000121	SAV45	637203137	55687	56061	1	115	PF01609	0.945295057629
637000121	SAV46	637203138	56052	56441	56052	56441	Q	0.954169411478
637000121	SAV47	637203139	56620	57810	1	59	PF12323	0.96365269007
637000121	SAV47	637203139	56620	57810	70	282	PF01385	0.570380746531
637000121	SAV47	637203139	56620	57810	294	363	PF07282	0.416354639295
637000121	SAV48	637203140	58168	58824	58168	58824	Q	0.33488449216
637000121	SAV49	637203141	58919	59212	58919	59212	Q	0.2573282398
637000121	SAV50	637203142	59260	61488	59260	61488	Q	0.183474307499
637000121	SAV51	637203143	62242	62751	61	144	PF00583	0.113121220531
